customer_id,recency,frequency,monetary,first_order,last_order,reference_date,r_score,f_score,m_score,rfm_score,segment,recommended_action
CUST000822,694.0,1,64.75,2024-10-06,2024-10-06,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000823,167.0,5,305.43,2025-07-03,2026-03-17,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000824,265.0,1,26.66,2025-12-09,2025-12-09,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000825,565.0,2,53.89,2024-11-05,2025-02-12,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000826,29.0,14,1681.94,2024-11-01,2026-08-02,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000827,652.0,1,248.68,2024-11-17,2024-11-17,2026-08-31,1,1,4,6,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000828,197.0,6,491.21999999999997,2025-05-17,2026-02-15,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000829,575.0,1,43.94,2025-02-02,2025-02-02,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000830,128.0,2,87.83,2026-03-24,2026-04-25,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000831,670.0,1,44.43,2024-10-30,2024-10-30,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000832,187.0,1,46.57,2026-02-25,2026-02-25,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000833,55.0,6,214.93,2025-10-21,2026-07-07,2026-08-31,4,4,3,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000834,120.0,1,72.95,2026-05-03,2026-05-03,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000835,72.0,1,5.01,2026-06-20,2026-06-20,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000836,305.0,1,27.49,2025-10-30,2025-10-30,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000837,615.0,4,194.7,2024-09-04,2024-12-24,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000838,22.0,13,10025.61,2024-08-30,2026-08-09,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000839,178.0,6,373.72999999999996,2025-04-15,2026-03-06,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000840,290.0,1,16.01,2025-11-14,2025-11-14,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000841,15.0,12,1814.6,2024-11-11,2026-08-16,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000842,545.0,2,81.72,2025-01-17,2025-03-04,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000843,12.0,1,27.81,2026-08-19,2026-08-19,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000844,149.0,3,133.06,2025-12-16,2026-04-04,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000845,64.0,10,829.77,2024-11-08,2026-06-28,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000846,561.0,3,85.07,2024-11-04,2025-02-16,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000847,175.0,6,265.24,2025-07-13,2026-03-09,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000848,362.0,1,38.17,2025-09-03,2025-09-03,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000849,59.0,12,802.58,2024-09-13,2026-07-03,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000850,30.0,5,4218.99,2025-09-27,2026-08-01,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000851,44.0,8,612.3,2024-09-17,2026-07-18,2026-08-31,5,4,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000852,62.0,9,903.56,2024-11-17,2026-06-30,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000853,662.0,2,62.83,2024-10-27,2024-11-07,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000854,430.0,1,44.05,2025-06-27,2025-06-27,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000855,91.0,5,491.65999999999997,2025-06-22,2026-06-01,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000856,55.0,3,245.48,2026-03-24,2026-07-07,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000857,69.0,1,13.54,2026-06-23,2026-06-23,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000858,390.0,3,137.31,2024-12-27,2025-08-06,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000859,69.0,2,315.66999999999996,2026-03-15,2026-06-23,2026-08-31,4,2,4,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000860,300.0,1,55.71,2025-11-04,2025-11-04,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000861,124.0,1,178.7,2026-04-29,2026-04-29,2026-08-31,3,1,3,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000862,21.0,1,28.87,2026-08-10,2026-08-10,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000863,586.0,3,90.1,2024-09-09,2025-01-22,2026-08-31,1,3,2,6,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000864,19.0,1,34.34,2026-08-12,2026-08-12,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000865,89.0,13,980.36,2024-09-22,2026-06-03,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000866,381.0,3,218.19,2025-05-07,2025-08-15,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000867,377.0,2,86.47999999999999,2025-06-21,2025-08-19,2026-08-31,2,2,2,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000868,324.0,2,110.08,2025-06-17,2025-10-11,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000869,2.0,11,919.21,2024-09-18,2026-08-29,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000870,186.0,5,153.25,2025-04-04,2026-02-26,2026-08-31,3,4,3,10,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000871,51.0,1,56.55,2026-07-11,2026-07-11,2026-08-31,4,1,2,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000872,7.0,10,1589.86,2024-11-09,2026-08-24,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000873,44.0,10,7884.67,2025-03-18,2026-07-18,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000874,92.0,3,62.33,2026-02-15,2026-05-31,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000875,693.0,1,12.76,2024-10-07,2024-10-07,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000876,651.0,2,116.69,2024-09-24,2024-11-18,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000877,185.0,3,116.89,2025-08-17,2026-02-27,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000878,234.0,5,289.59000000000003,2025-06-27,2026-01-09,2026-08-31,2,4,4,10,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000879,404.0,1,22.47,2025-07-23,2025-07-23,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000880,124.0,1,13.89,2026-04-29,2026-04-29,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000881,87.0,6,349.54,2025-04-24,2026-06-05,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000882,41.0,1,108.75,2026-07-21,2026-07-21,2026-08-31,5,1,2,8,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000883,625.0,1,102.14,2024-12-14,2024-12-14,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000884,109.0,5,542.8199999999999,2026-04-06,2026-05-14,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000885,70.0,8,905.91,2025-03-03,2026-06-22,2026-08-31,4,4,5,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000886,208.0,5,357.14,2025-08-09,2026-02-04,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000887,155.0,6,225.93,2025-08-17,2026-03-29,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000888,74.0,12,946.21,2024-10-28,2026-06-18,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000889,69.0,12,1099.64,2024-11-18,2026-06-23,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000890,247.0,1,82.07,2025-12-27,2025-12-27,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000891,98.0,4,367.16999999999996,2025-11-29,2026-05-25,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000892,1.0,7,5739.79,2025-09-06,2026-08-30,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000893,67.0,4,136.88,2026-01-02,2026-06-25,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000894,86.0,10,796.81,2024-09-09,2026-06-06,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000895,589.0,2,237.0,2024-12-01,2025-01-19,2026-08-31,1,2,4,7,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000896,587.0,1,10.97,2025-01-21,2025-01-21,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000897,88.0,4,157.78,2025-12-25,2026-06-04,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000898,205.0,3,240.77,2025-10-31,2026-02-07,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000899,21.0,12,948.31,2024-10-14,2026-08-10,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000900,22.0,1,21.51,2026-08-09,2026-08-09,2026-08-31,5,1,1,7,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000901,96.0,3,233.45,2025-10-30,2026-05-27,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000902,53.0,6,330.5,2026-02-22,2026-07-09,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000903,15.0,14,2349.48,2024-09-05,2026-08-16,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000904,188.0,2,165.28,2026-01-22,2026-02-24,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000905,19.0,5,4023.75,2025-12-30,2026-08-12,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000906,204.0,1,12.2,2026-02-08,2026-02-08,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000907,226.0,2,192.92000000000002,2025-12-16,2026-01-17,2026-08-31,2,2,3,7,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000908,73.0,8,471.78999999999996,2024-11-24,2026-06-19,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000909,79.0,3,117.69,2026-01-22,2026-06-13,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000910,163.0,2,315.52,2026-01-21,2026-03-21,2026-08-31,3,2,4,9,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000911,549.0,1,21.05,2025-02-28,2025-02-28,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000912,462.0,3,170.78,2025-01-12,2025-05-26,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000913,402.0,2,33.87,2025-04-25,2025-07-25,2026-08-31,2,2,1,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000914,36.0,7,5338.389999999999,2025-09-21,2026-07-26,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000915,12.0,5,4904.219999999999,2026-04-18,2026-08-19,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000916,18.0,5,3620.1600000000003,2025-06-01,2026-08-13,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000917,66.0,9,592.24,2024-10-28,2026-06-26,2026-08-31,4,5,4,13,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000918,59.0,10,1357.63,2025-01-03,2026-07-03,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000919,140.0,5,243.35,2025-07-10,2026-04-13,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000920,142.0,1,64.91,2026-04-11,2026-04-11,2026-08-31,3,1,2,6,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000921,10.0,16,1032.83,2024-09-08,2026-08-21,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000922,647.0,2,139.26,2024-09-29,2024-11-22,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000923,146.0,1,31.25,2026-04-07,2026-04-07,2026-08-31,3,1,1,5,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000924,48.0,1,222.83,2026-07-14,2026-07-14,2026-08-31,4,1,3,8,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000925,24.0,14,1123.93,2024-09-30,2026-08-07,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000926,234.0,3,392.86,2025-10-11,2026-01-09,2026-08-31,2,3,4,9,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000927,17.0,13,1007.02,2024-10-26,2026-08-14,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000928,655.0,1,24.75,2024-11-14,2024-11-14,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000929,364.0,1,98.66,2025-09-01,2025-09-01,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000930,586.0,1,19.02,2025-01-22,2025-01-22,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000931,233.0,3,220.29,2025-09-30,2026-01-10,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000932,98.0,5,279.83,2025-11-20,2026-05-25,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000933,149.0,2,125.79,2026-03-07,2026-04-04,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000934,558.0,3,133.71,2024-09-09,2025-02-19,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000935,428.0,3,139.93,2025-02-13,2025-06-29,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000936,136.0,5,201.17000000000002,2025-06-25,2026-04-17,2026-08-31,3,4,3,10,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000937,557.0,2,78.54,2024-11-27,2025-02-20,2026-08-31,1,2,2,5,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000938,49.0,9,779.8,2024-10-31,2026-07-13,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000939,536.0,2,45.019999999999996,2024-12-24,2025-03-13,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000940,85.0,11,1179.21,2024-10-05,2026-06-07,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000941,128.0,3,87.34,2026-01-21,2026-04-25,2026-08-31,3,3,2,8,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000942,428.0,1,34.45,2025-06-29,2025-06-29,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000943,90.0,11,821.84,2024-08-30,2026-06-02,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000944,68.0,6,419.77,2025-09-13,2026-06-24,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000945,168.0,2,84.53999999999999,2025-12-30,2026-03-16,2026-08-31,3,2,2,7,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000946,156.0,3,125.03,2025-07-19,2026-03-28,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000947,598.0,1,41.23,2025-01-10,2025-01-10,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000948,461.0,2,38.06,2025-04-28,2025-05-27,2026-08-31,1,2,1,4,Hibernating,Low-cost reactivation campaign; survey to learn why they stopped buying.
CUST000949,681.0,1,27.19,2024-10-19,2024-10-19,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000950,121.0,2,166.41,2026-03-01,2026-05-02,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000951,449.0,1,38.29,2025-06-08,2025-06-08,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000952,187.0,5,252.04999999999998,2025-11-08,2026-02-25,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000953,50.0,3,55.660000000000004,2026-03-30,2026-07-12,2026-08-31,4,3,2,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000954,84.0,13,1230.08,2024-12-18,2026-06-08,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000955,394.0,1,72.93,2025-08-02,2025-08-02,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000956,420.0,1,17.43,2025-07-07,2025-07-07,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000957,467.0,4,176.03,2024-10-25,2025-05-21,2026-08-31,1,3,3,7,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000958,391.0,1,53.41,2025-08-05,2025-08-05,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000959,201.0,3,120.61,2025-09-19,2026-02-11,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000960,472.0,1,125.19,2025-05-16,2025-05-16,2026-08-31,1,1,3,5,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000961,688.0,1,15.95,2024-10-12,2024-10-12,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000962,191.0,4,136.93,2025-08-23,2026-02-21,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000963,62.0,10,1299.73,2024-09-07,2026-06-30,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000964,6.0,8,853.87,2025-04-04,2026-08-25,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000965,44.0,10,6878.39,2024-11-05,2026-07-18,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000966,35.0,5,190.73,2026-01-23,2026-07-27,2026-08-31,5,4,3,12,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST000967,34.0,6,4998.35,2025-09-05,2026-07-28,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000968,45.0,11,871.4399999999999,2024-09-21,2026-07-17,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000969,46.0,1,29.1,2026-07-16,2026-07-16,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000970,97.0,2,208.75,2026-01-27,2026-05-26,2026-08-31,4,2,3,9,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000971,173.0,3,241.34,2025-11-15,2026-03-11,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000972,5.0,11,1726.1,2024-09-20,2026-08-26,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000973,27.0,10,784.8,2024-09-20,2026-08-04,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000974,306.0,4,193.87,2025-04-17,2025-10-29,2026-08-31,2,3,3,8,At Risk,Reach out personally; time-boxed discount to prevent churn.
CUST000975,189.0,4,181.17,2025-09-23,2026-02-23,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000976,261.0,1,71.27,2025-12-13,2025-12-13,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000977,206.0,3,84.74,2025-12-02,2026-02-06,2026-08-31,3,3,2,8,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000978,39.0,2,45.269999999999996,2026-04-13,2026-07-23,2026-08-31,5,2,1,8,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000979,408.0,1,29.82,2025-07-19,2025-07-19,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000980,65.0,8,600.48,2025-03-16,2026-06-27,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000981,9.0,7,4113.34,2025-01-11,2026-08-22,2026-08-31,5,4,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000982,557.0,1,32.82,2025-02-20,2025-02-20,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000983,650.0,1,58.57,2024-11-19,2024-11-19,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000984,69.0,5,231.31,2025-11-14,2026-06-23,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000985,56.0,14,1051.11,2024-11-06,2026-07-06,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000986,437.0,1,137.2,2025-06-20,2025-06-20,2026-08-31,2,1,3,6,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000987,87.0,3,199.0,2025-11-30,2026-06-05,2026-08-31,4,3,3,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000988,24.0,11,1903.1399999999999,2024-11-03,2026-08-07,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000989,89.0,4,277.37,2026-03-02,2026-06-03,2026-08-31,4,3,4,11,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST000990,579.0,1,59.13,2025-01-29,2025-01-29,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000991,53.0,1,15.49,2026-07-09,2026-07-09,2026-08-31,4,1,1,6,New Customers,Onboard well; send a strong second-purchase incentive within 30 days.
CUST000992,571.0,1,25.92,2025-02-06,2025-02-06,2026-08-31,1,1,1,3,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST000993,621.0,2,179.59,2024-10-01,2024-12-18,2026-08-31,1,2,3,6,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000994,128.0,4,224.91,2025-08-18,2026-04-25,2026-08-31,3,3,4,10,Need Attention,Limited-time win-back offer; recommend based on past purchases.
CUST000995,448.0,1,16.38,2025-06-09,2025-06-09,2026-08-31,2,1,1,4,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000996,120.0,2,179.06,2026-04-05,2026-05-03,2026-08-31,3,2,3,8,Promising,Nurture with targeted content; small incentive to drive a second order.
CUST000997,371.0,1,55.04,2025-08-25,2025-08-25,2026-08-31,2,1,2,5,About To Sleep,Re-engagement email with personalised recommendations before they go cold.
CUST000998,31.0,11,1349.95,2024-09-23,2026-07-31,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST000999,17.0,12,10099.18,2024-12-24,2026-08-14,2026-08-31,5,5,5,15,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001000,37.0,3,103.82000000000001,2026-05-21,2026-07-25,2026-08-31,5,3,2,10,Potential Loyalists,Offer membership / subscription; personalised follow-up after purchase.
CUST001001,48.0,12,771.31,2024-09-08,2026-07-14,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001002,208.0,5,337.62,2025-05-16,2026-02-04,2026-08-31,3,4,4,11,Loyal Customers,Upsell higher-value products; enrol in loyalty programme.
CUST001003,72.0,8,549.84,2024-09-09,2026-06-20,2026-08-31,4,4,4,12,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001004,63.0,10,774.06,2024-09-08,2026-06-29,2026-08-31,4,5,5,14,Champions,Reward with early access / loyalty perks; ask for referrals & reviews.
CUST001005,688.0,1,61.06,2024-10-12,2024-10-12,2026-08-31,1,1,2,4,Lost,Deprioritise spend; include only in broad low-cost re-engagement blasts.
CUST001006,186.0,3,186.98999999999998,2025-07-14,2026-02-26,2026-08-31,3,3,3,9,Need Attention,Limited-time win-back offer; recommend based on past purchases.
